tax_code,company_name,industry,province,year,revenue,cost_of_goods,operating_expenses,total_expenses,gross_profit,net_profit,tax_paid,vat_input,vat_output,num_employees,registered_capital,industry_avg_profit_margin,fraud_label
0500002019,DNTN Bảo An Việt Nam,Nông nghiệp,Nghệ An,2022,19525104050.02,12087077052.28,1852111682.27,13939188734.55,7438026997.73,5585915315.47,1160456868.23,1100523320.26,1931163135.11,55,1005344604.94,0.05,0
0600003066,Tập đoàn Phúc Lợi Hà Nội,May mặc & Giầy da,Bình Dương,2023,56657132608.64,41534850379.89,3734527437.44,45269377817.33,15122282228.75,11387754791.31,2427145942.97,4258837976.26,5571896932.66,61,1317536793.96,0.06,0
0900003714,DNTN Đại Phong Miền Nam,Y tế & Dược phẩm,TP.HCM,2023,11075247073.15,8800992444.93,1474439444.17,10275431889.1,2274254628.22,799815184.05,157223449.11,793869805.41,1090930348.49,39,38998132432.92,0.14,0
0100000036,Công ty CP Bắc Sơn,Du lịch & Khách sạn,Quảng Ninh,2023,5354715822.41,3102724598.99,576443980.45,3679168579.44,2251991223.42,1675547242.97,319966202.51,309562884.86,538372660.31,64,90884863639.71,0.08,0
0200001901,Công ty TNHH MTV Việt Hùng Miền Nam,Sản xuất công nghiệp,Đồng Nai,2024,14452736111.87,11441202759.15,990652281.54,12431855040.69,3011533352.71,2020881071.17,369341008.31,1100572827.42,1411246260.62,5,13987265345.95,0.08,0
0400002827,DNTN Kim Long Miền Nam,Nông nghiệp,Hà Nội,2022,44966605876.98,27295828931.92,2383741313.71,29679570245.63,17670776945.07,15287035631.36,3166233004.11,2734789816.92,4349322004.12,101,990436003.35,0.05,0
0100000440,Tập đoàn Bắc Sơn Việt Nam,Viễn thông,Hà Nội,2023,17389745191.43,13023094311.1,1884758444.09,14907852755.19,4366650880.33,2481892436.23,513384762.98,1189789001.94,1824217622.24,36,4782223298.96,0.13,0
0200001978,Tập đoàn Đại Phong Miền Nam,May mặc & Giầy da,Cần Thơ,2023,72250610470.42,52355506625.22,8376166788.46,60731673413.68,19895103845.2,11518937056.74,2211039632.31,5442867219.49,7386745272.21,38,738076569.01,0.06,0
1000000665,Tập đoàn Phúc Lợi Hà Nội,Giáo dục & Đào tạo,Long An,2022,27227401051.14,15443250216.05,2347154036.11,17790404252.16,11784150835.09,9436996798.97,2051747399.83,1456038185.0,2821463732.02,56,2381590284.28,0.1,0
0300002165,HTX Thăng Long Hà Nội,Vận tải & Logistics,Hà Nội,2022,9434708618.83,5456595949.32,885182402.05,6341778351.38,3978112669.51,3092930267.45,579186386.05,538984821.47,920748362.11,117,3742709675.16,0.07,0
0700000251,Công ty TNHH MTV Sơn Hà Việt Nam,Du lịch & Khách sạn,Nghệ An,2024,137402210327.28,87194338850.46,19724403630.28,106918742480.74,50207871476.81,30483467846.54,6599314219.08,7899045350.65,13340859309.13,5,1232746734.26,0.08,0
0600002883,Công ty TNHH Bảo An Sài Gòn,Y tế & Dược phẩm,Thanh Hóa,2023,12624006509.5,6945275563.02,1479962799.15,8425238362.17,5678730946.48,4198768147.33,791457021.31,656816529.3,1215428223.33,168,7558696402.94,0.14,0
1000004691,Tập đoàn Sơn Hà Sài Gòn,Xây dựng,Long An,2022,11012515700.03,8495586781.43,768800390.22,9264387171.65,2516928918.6,1748128528.38,367681998.3,855563529.17,1111370761.52,26,10428114717.94,0.06,0
0400001712,Công ty CP Phúc Lợi Hà Nội,Thực phẩm & Đồ uống,Bà Rịa-VT,2023,39702218120.78,30462811560.32,2777614661.77,33240426222.09,9239406560.45,6461791898.68,1343382827.18,2750326038.25,3785308362.09,59,11495704118.22,0.09,0
0300004318,Công ty TNHH MTV Sao Mai Sài Gòn,Sản xuất công nghiệp,Bình Dương,2022,24798655931.55,15315371615.37,2691303230.47,18006674845.85,9483284316.17,6791981085.7,1259880304.23,1409337465.68,2459014193.47,5,273322183.78,0.08,0
0100000266,Công ty CP Văn Minh Hà Nội,May mặc & Giầy da,TP.HCM,2024,20951150074.33,16759618801.5,2566371735.0,19325990536.49,4191531272.84,1625159537.84,299951391.19,1656021568.41,2098952990.46,27,3427347242.7,0.06,0
0200003773,Công ty TNHH Phúc Lợi Miền Nam,Vận tải & Logistics,Lâm Đồng,2024,13093781336.48,7824464767.81,1867452587.61,9691917355.42,5269316568.67,3401863981.06,675495773.22,790262607.46,1290756981.93,13,712631964.76,0.07,0
0100000695,Công ty TNHH MTV Thuận Phát Hà Nội,Thực phẩm & Đồ uống,Bà Rịa-VT,2023,1825161018.73,1227789125.15,173041894.13,1400831019.28,597371893.58,424329999.45,92899535.6,122475245.75,191466402.73,49,4085530834.55,0.09,0
0300001833,Công ty TNHH An Phát Quốc tế,Du lịch & Khách sạn,Thanh Hóa,2024,32356305212.57,19245047129.67,3829219773.54,23074266903.21,13111258082.9,9282038309.35,1963687952.89,1853259515.96,3305787911.53,62,1107671768.55,0.08,0
0600002066,Công ty TNHH MTV Đại Phong,May mặc & Giầy da,Nghệ An,2024,32496493003.5,22115488385.63,4050306039.03,26165794424.66,10381004617.88,6330698578.85,1196488954.93,2259580477.78,3222029146.32,45,3316832425.32,0.06,0
0500003183,DNTN Sơn Hà,Vận tải & Logistics,Quảng Ninh,2022,16565669763.05,9902068399.21,1285824861.28,11187893260.49,6663601363.84,5377776502.56,1066580034.75,982870695.56,1577420447.95,17,5609396064.34,0.07,0
0300000023,HTX Thăng Long Sài Gòn,Vận tải & Logistics,Bắc Ninh,2022,3261477309.39,2506704277.53,331116935.66,2837821213.19,754773031.87,423656096.21,92748662.59,234020236.14,329472330.74,57,24233215876.24,0.07,0
0400001789,Công ty TNHH MTV Tín Nghĩa Miền Nam,Thương mại XNK,Bắc Ninh,2022,25214528919.61,16501418898.91,2597676425.42,19099095324.34,8713110020.7,6115433595.28,1178202900.66,1563889261.9,2561311116.03,28,900641145.35,0.04,0
0800003212,Tập đoàn Phú Thịnh Việt Nam,Sản xuất công nghiệp,Đà Nẵng,2022,14410395759.85,9270700888.51,2000652971.44,11271353859.95,5139694871.34,3139041899.9,632505157.65,926277782.96,1498422017.77,16,3148190296.51,0.08,0
0900004347,Xí nghiệp Sao Mai Sài Gòn,Công nghệ thông tin,TP.HCM,2022,55415062460.71,34166855455.82,8110717587.75,42277573043.56,21248207004.89,13137489417.15,2610780025.52,3579509657.76,5576698679.36,37,6699976803.68,0.15,0
1000003424,Công ty TNHH MTV Tín Nghĩa Quốc tế,Công nghệ thông tin,Quảng Ninh,2024,2544081245.56,1987896646.37,271776315.94,2259672962.31,556184599.19,284408283.25,57322374.41,207171773.08,247662567.69,46,6773170165.91,0.15,0
1000001894,Tập đoàn Thuận Phát Quốc tế,Nông nghiệp,Hà Nội,2022,8392901890.95,4741323698.71,869738533.2,5611062231.91,3651578192.24,2781839659.05,539576696.12,473359488.19,799843642.96,37,2569031508.47,0.05,0
0500002957,Công ty CP Nam Việt,Sản xuất công nghiệp,Đà Nẵng,2024,3918895669.47,3121523156.2,572001909.04,3693525065.24,797372513.27,225370604.23,44255521.43,308626521.02,406869926.07,5,9887979979.45,0.08,0
0700003729,Công ty CP Tiến Đạt Miền Nam,Thương mại XNK,TP.HCM,2023,3259005487.73,2400203725.75,368719370.24,2768923095.98,858801761.98,490082391.75,100465208.87,231069572.44,330891271.56,26,1924457036.15,0.04,0
0100003383,DNTN Trường Phát Hà Nội,Nông nghiệp,Đà Nẵng,2022,23385392788.34,14777084330.48,2607821829.55,17384906160.03,8608308457.86,6000486628.31,1293226045.83,1501102988.77,2298628877.15,34,1923857379.47,0.05,0
0900001723,DNTN Hải Đăng Việt Nam,May mặc & Giầy da,Bắc Ninh,2023,20117675371.09,12472798749.48,2299819131.96,14772617881.45,7644876621.6,5345057489.64,1166771716.06,1200831090.02,2057827353.04,20,968194290.9,0.06,0
0800000560,Công ty TNHH Duy Tân Hà Nội,Thực phẩm & Đồ uống,Hà Nội,2022,37117969286.91,23393724895.91,3992636666.99,27386361562.9,13724244391.0,9731607724.01,1982965167.85,2228200491.3,3643155271.89,88,5278161949.28,0.09,0
0200003743,HTX Tín Nghĩa Sài Gòn,Du lịch & Khách sạn,Long An,2024,18825024576.69,14735201152.01,2575029974.2,17310231126.21,4089823424.68,1514793450.48,325367506.36,1479977713.41,1810920323.78,8,862614486.95,0.08,0
0700000125,Công ty TNHH MTV Kim Long Quốc tế,Bất động sản,Quảng Ninh,2024,6216157768.94,3973501654.71,530728811.21,4504230465.93,2242656114.23,1711927303.02,364883992.55,375960557.62,639598676.76,16,31709780234.13,0.12,0
0300000489,Công ty TNHH MTV Hòa Bình Miền Nam,Thương mại XNK,Thanh Hóa,2024,20012022784.34,13219564040.95,2114108372.16,15333672413.11,6792458743.4,4678350371.23,938965593.59,1319008461.81,2073000470.26,6,1158789667.02,0.04,0
0200003691,Tập đoàn Thành Đạt Sài Gòn,Y tế & Dược phẩm,Bà Rịa-VT,2023,13046299406.67,8454102122.23,1519054555.65,9973156677.88,4592197284.44,3073142728.79,591524059.82,783127768.38,1308752491.79,18,904067713.03,0.14,0
0100001987,Xí nghiệp Đại Phong Sài Gòn,Dịch vụ tài chính,Lâm Đồng,2022,14854861258.27,9434566965.4,1913836622.21,11348403587.61,5420294292.86,3506457670.66,718766397.81,872955386.07,1450556573.79,23,2700625195.04,0.18,0
0400000867,Công ty TNHH Hoàng Gia,May mặc & Giầy da,Hải Phòng,2024,26326874425.63,15549878287.37,1745029866.85,17294908154.23,10776996138.25,9031966271.4,1947604418.63,1586439410.5,2521070462.8,180,8193305553.52,0.06,0
0500001393,Tập đoàn Tân Phong,Thương mại XNK,Hải Phòng,2024,5643075749.36,3733691522.96,345603258.46,4079294781.43,1909384226.4,1563780967.94,333680111.52,378947519.67,586271082.52,114,9695364021.79,0.04,0
1000003090,HTX Phú Thịnh Quốc tế,Viễn thông,Bình Dương,2024,11260758727.57,7751747586.21,1252310866.89,9004058453.11,3509011141.35,2256700274.46,489964227.95,768123922.83,1090442018.79,18,2391827965.86,0.13,0
0100002622,Công ty TNHH Bảo An Sài Gòn,Xây dựng,Nghệ An,2024,28323914583.87,17022332897.82,2898828556.05,19921161453.86,11301581686.05,8402753130.01,1775283212.64,1777180876.49,2861413290.57,16,5495008193.97,0.06,0
0300002942,Tập đoàn Thuận Phát Hà Nội,Giáo dục & Đào tạo,Lâm Đồng,2023,10974018482.59,6585621554.12,1512470443.77,8098091997.9,4388396928.46,2875926484.69,587123446.06,642560872.95,1103592767.23,30,301100067.5,0.1,0
0800003873,Tập đoàn Phú Thịnh Miền Nam,Nông nghiệp,Bắc Ninh,2024,14302916771.76,10562656675.81,1678846630.7,12241503306.51,3740260095.95,2061413465.25,439891136.28,1046919986.72,1452923855.68,83,1600673073.81,0.05,0
0800004731,Công ty CP Tín Nghĩa Miền Nam,Xây dựng,Long An,2023,15042923463.28,10453260899.53,1137323667.96,11590584567.49,4589662563.75,3452338895.79,647790834.52,960055423.54,1575691061.53,25,275923493.03,0.06,0
0500001501,Xí nghiệp Văn Minh Hà Nội,Du lịch & Khách sạn,Quảng Ninh,2024,15061968377.81,9254702493.2,1346270619.19,10600973112.39,5807265884.62,4460995265.43,954791529.37,849059026.84,1570540493.34,22,526116426.89,0.08,0
0200004966,DNTN Tiến Đạt Việt Nam,Thực phẩm & Đồ uống,Khánh Hòa,2022,2604356323.78,2156441300.15,388825944.09,2545267244.24,447915023.63,59089079.54,5519001.1,214597824.3,254552958.34,28,1441686839.85,0.09,1
0900002349,Công ty TNHH MTV Văn Minh,May mặc & Giầy da,Lâm Đồng,2023,400904862.52,289828275.73,56433187.14,346261462.87,111076586.79,54643399.65,11779058.3,27102796.06,39394709.25,130,1747871990.05,0.06,0
0300001410,DNTN Văn Minh,Khoáng sản & Năng lượng,Hải Phòng,2022,18001428493.44,11929546807.61,1116768860.75,13046315668.37,6071881685.83,4955112825.07,942917167.76,1091689669.46,1803913259.33,102,29045297422.84,0.11,0
1000003008,HTX Liên Minh,Công nghệ thông tin,Bình Dương,2022,11402970799.2,7469515372.24,873915241.72,8343430613.96,3933455426.96,3059540185.24,558940307.93,676829979.3,1088960121.88,37,2952636536.27,0.15,0
0900004534,Công ty TNHH MTV Tiến Đạt Sài Gòn,Y tế & Dược phẩm,Thanh Hóa,2023,3571508510.43,2171982432.4,528904660.44,2700887092.85,1399526078.02,870621417.58,161880100.21,222361127.07,341075596.31,99,496222831.1,0.14,0
1000001030,Công ty TNHH MTV Tiến Đạt,Giáo dục & Đào tạo,Quảng Ninh,2023,4358648570.21,3190031049.76,283364633.37,3473395683.13,1168617520.45,885252887.08,171703646.16,290780618.57,438710483.05,5,593636737.75,0.1,0
0500000908,DNTN Minh Đức,Vận tải & Logistics,Bình Dương,2024,5473780771.15,4199134514.86,326266191.51,4525400706.37,1274646256.29,948380064.78,171208399.06,423982687.16,545702967.59,41,9163496025.62,0.07,0
0400000159,Công ty TNHH MTV Hòa Bình Quốc tế,Viễn thông,Đà Nẵng,2022,12746186725.81,8500690714.82,1426795356.85,9927486071.68,4245496010.99,2818700654.14,553727032.28,807176881.43,1265375960.62,94,563015826.93,0.13,0
0300000443,DNTN Tín Nghĩa Miền Nam,Khoáng sản & Năng lượng,Bình Dương,2022,6241529835.32,4762621508.76,657716157.54,5420337666.3,1478908326.56,821192169.02,171394888.73,493055750.31,648934260.98,5,4373793328.3,0.11,0
1000000761,Tập đoàn Trường Phát Miền Nam,Viễn thông,Lâm Đồng,2022,7283648776.8,5346676679.22,541045349.56,5887722028.79,1936972097.58,1395926748.02,279398652.72,511669753.09,751492728.14,29,1726165976.5,0.13,0
0400001244,Tập đoàn Trường Phát Hà Nội,Công nghệ thông tin,Bà Rịa-VT,2022,34613518269.53,26937136825.81,3042066785.5,29979203611.31,7676381443.72,4634314658.21,903235077.61,2576190780.8,3429060000.37,25,1517063835.7,0.15,0
0600004823,Công ty TNHH Bắc Sơn Sài Gòn,Thương mại XNK,Quảng Ninh,2024,124562827191.6,94419551453.79,27281891011.83,121701442465.61,30143275737.81,2861384725.98,124990004.38,8580555993.2,12275189682.75,16,1059135356.99,0.04,1
0400003225,Tập đoàn An Phát,Dịch vụ tài chính,TP.HCM,2023,64851008531.9,36885953383.47,5721840987.44,42607794370.91,27965055148.43,22243214160.99,4582210054.44,3759805064.89,6718717232.65,24,1679352374.24,0.18,0
0200001957,Tập đoàn Tân Phong Hà Nội,Giáo dục & Đào tạo,Hải Phòng,2024,2882618360.42,1618822854.7,230459026.27,1849281880.97,1263795505.72,1033336479.44,187125174.5,150654640.02,297681490.56,192,6066344777.99,0.1,0
0300001852,Công ty CP Thành Đạt Sài Gòn,Y tế & Dược phẩm,Lâm Đồng,2023,12962164028.79,8251955170.45,1374160671.3,9626115841.75,4710208858.34,3336048187.04,662331475.06,811196788.64,1291006667.17,70,1153098953.85,0.14,0
0800000250,Công ty CP Trường Phát,Y tế & Dược phẩm,Đà Nẵng,2023,1869246170.13,1077255706.24,219079345.18,1296335051.42,791990463.9,572911118.72,117685750.21,110288071.09,192640097.35,48,11551961465.31,0.14,0
0300004705,Xí nghiệp Liên Minh Quốc tế,Xây dựng,Long An,2024,17633416397.53,12664249586.78,2520678929.7,15184928516.48,4969166810.75,2448487881.05,518983843.91,1227953634.55,1735423329.37,47,798831118.49,0.06,0
0400000766,Công ty TNHH MTV Tiến Đạt Hà Nội,Thực phẩm & Đồ uống,TP.HCM,2024,1084437949.92,704678399.13,97696290.32,802374689.44,379759550.79,282063260.48,55344778.8,73732162.16,104085377.78,7,34836019078.44,0.09,0
0500004205,Công ty TNHH Đức Tín,Bất động sản,Lâm Đồng,2024,5428312548.8,3755992896.06,787533775.14,4543526671.2,1672319652.75,884785877.6,171254882.36,362341404.86,562402978.78,20,2792395139.21,0.12,0
0800000291,Xí nghiệp Nam Việt Miền Nam,Công nghệ thông tin,TP.HCM,2022,40977670712.04,32534947609.78,3221906384.63,35756853994.41,8442723102.26,5220816717.63,1028252003.5,2940198164.17,4159177815.56,10,137529176.24,0.15,0
0600002206,Công ty TNHH Bắc Sơn Quốc tế,Xây dựng,Bình Dương,2024,26062500210.66,16718640826.13,1704513599.79,18423154425.92,9343859384.52,7639345784.73,1424628172.96,1660969237.18,2732287619.3,70,1179423521.9,0.06,0
0800002949,DNTN Đại Phong Miền Nam,Xây dựng,Nghệ An,2022,7181597668.78,4293813640.62,398484538.61,4692298179.23,2887784028.16,2489299489.55,503345358.04,441837783.56,722961419.78,89,39782819364.74,0.06,0
0600001709,Công ty TNHH MTV Tiến Đạt Hà Nội,Khoáng sản & Năng lượng,Bình Dương,2022,3269819026.88,2175056413.6,181972948.53,2357029362.14,1094762613.28,912789664.75,199551225.75,221640034.31,338014565.38,101,974854232.67,0.11,0
0700003270,Tập đoàn Thuận Phát Miền Nam,Giáo dục & Đào tạo,Bắc Ninh,2022,6339055841.39,4551216761.86,800915420.75,5352132182.61,1787839079.53,986923658.78,200368044.28,439093474.98,633437176.25,26,219197269.89,0.1,0
0300004501,Công ty TNHH MTV Hải Đăng Việt Nam,Dịch vụ tài chính,Long An,2023,37029922425.79,20764230348.63,5262264514.47,26026494863.1,16265692077.16,11003427562.68,2119340898.25,1869145034.48,3635179832.62,23,6824897425.45,0.18,0
0900001521,Tập đoàn Kim Long,Xây dựng,Đà Nẵng,2023,37871177130.69,21572707313.78,5038641685.2,26611348998.98,16298469816.91,11259828131.71,2385338907.1,1980131324.0,3770550759.48,8,17186894156.4,0.06,0
0800000515,Công ty TNHH Đông Á Việt Nam,May mặc & Giầy da,TP.HCM,2022,17716006586.21,12638425151.98,2372830303.98,15011255455.96,5077581434.23,2704751130.25,589039389.87,1169621996.83,1731371456.91,38,11536446722.64,0.06,0
0700000246,DNTN Kim Long Miền Nam,Bất động sản,Bình Dương,2023,12891330403.96,10054569208.66,766839749.08,10821408957.74,2836761195.3,2069921446.23,417637783.56,1019069829.03,1320137917.43,5,26439218369.67,0.12,0
0100004279,Công ty TNHH Tây Nguyên Miền Nam,Vận tải & Logistics,Hà Nội,2024,4928955237.71,3196573114.55,571301402.74,3767874517.3,1732382123.16,1161080720.42,252012477.93,303899069.58,515027681.86,44,8975924200.94,0.07,0
0100000894,DNTN Hải Đăng Miền Nam,Vận tải & Logistics,Thanh Hóa,2023,28848228452.78,17460411130.65,3573519792.19,21033930922.85,11387817322.12,7814297529.93,1415190612.84,1615827026.19,2900616184.08,57,172690186.21,0.07,0
0100004605,Công ty CP Tiến Đạt,Thực phẩm & Đồ uống,TP.HCM,2024,25015154160.04,19778570067.11,2397422621.68,22175992688.79,5236584092.93,2839161471.25,568445485.75,2050431166.8,2406354018.49,65,35422885468.78,0.09,0
0400003674,Công ty CP Đông Á,Giáo dục & Đào tạo,Đồng Nai,2024,38343738333.86,26298648075.33,2762487312.8,29061135388.13,12045090258.53,9282602945.73,1899734874.68,2594830081.75,3903391567.3,91,19239664760.83,0.1,0
0300003685,Tập đoàn An Phát,Du lịch & Khách sạn,Bà Rịa-VT,2023,12356713175.68,8177999162.03,963017196.24,9141016358.27,4178714013.65,3215696817.41,661955461.7,802679627.26,1187595063.35,52,4563592227.31,0.08,0
0700001707,HTX Kim Long Miền Nam,Du lịch & Khách sạn,Bà Rịa-VT,2022,77848587125.47,49620558328.25,7088490263.46,56709048591.71,28228028797.22,21139538533.76,4249893286.02,4665547482.49,8015602442.97,7,398590731.28,0.08,0
0600002328,HTX Thành Đạt Quốc tế,Viễn thông,Bà Rịa-VT,2022,8563202116.71,5238664168.86,632070674.57,5870734843.43,3324537947.85,2692467273.27,543086646.66,523010657.48,866012724.36,5,11695692290.88,0.13,0
0400002265,Xí nghiệp Kim Long Hà Nội,Giáo dục & Đào tạo,Hà Nội,2022,1966060099.58,1127141996.85,118222965.08,1245364961.92,838918102.73,720695137.65,149156358.84,104427259.32,194721195.38,18,264548007.31,0.1,0
0200003322,DNTN Tân Phong Việt Nam,Thương mại XNK,TP.HCM,2022,2171210683.92,1267725219.15,319459126.44,1587184345.59,903485464.76,584026338.32,116188849.7,125060300.31,208248334.18,67,38606381720.48,0.04,0
0200002536,Tập đoàn Quang Minh Miền Nam,Khoáng sản & Năng lượng,Khánh Hòa,2022,642282706.73,443654370.47,37719464.01,481373834.49,198628336.26,160908872.25,29811228.94,46268315.34,61348991.98,23,2609971676.88,0.11,0
0600001172,Công ty TNHH MTV Tân Phong Quốc tế,Xây dựng,Quảng Ninh,2024,1873627163.03,1442295703.43,230597581.93,1672893285.36,431331459.6,200733877.67,36326527.25,132596077.05,183895633.87,14,7597524982.61,0.06,0
0400003498,Công ty TNHH Trường Phát,Thương mại XNK,Hà Nội,2024,1589029503.09,1207412419.33,84591215.72,1292003635.05,381617083.76,297025868.04,61420902.67,117645202.96,155365956.16,13,7331073503.75,0.04,0
0600000784,Công ty TNHH MTV Thái Bình Sài Gòn,Khoáng sản & Năng lượng,Đà Nẵng,2024,7256129712.59,5650261541.07,489112037.09,6139373578.16,1605868171.52,1116756134.43,240883961.38,531841666.0,698027520.47,26,2091322689.96,0.11,0
0600004218,HTX Bắc Sơn Việt Nam,Giáo dục & Đào tạo,Cần Thơ,2024,264836289552.59,149537555853.85,14560063618.88,164097619472.74,115298733698.74,100738670079.85,20394607470.69,13621542991.03,26682986856.89,146,24545750917.84,0.1,0
0200004448,Công ty CP Duy Tân Hà Nội,May mặc & Giầy da,Nghệ An,2023,1243370176.99,741446170.49,149754626.77,891200797.26,501924006.5,352169379.73,72212552.62,75114766.23,130236539.07,5,1357060842.03,0.06,0
0800000257,Công ty TNHH MTV Trường Phát Hà Nội,Thương mại XNK,Long An,2024,1516635105.4,1072000968.55,147371246.17,1219372214.72,444634136.86,297262890.68,64919644.43,111076733.23,154335174.5,53,3180561154.5,0.04,0
0200002655,Công ty TNHH Đông Á Hà Nội,Công nghệ thông tin,Bình Dương,2022,10615657835.21,6246292573.45,1275229284.53,7521521857.98,4369365261.76,3094135977.23,561625772.6,610960569.95,1073634453.74,25,13972861125.73,0.15,0
0400004408,Công ty CP Minh Đức Sài Gòn,Bất động sản,Bà Rịa-VT,2023,30459373243.3,21970118706.84,3160668367.52,25130787074.36,8489254536.46,5328586168.94,1047785524.08,2239341452.37,3151741523.29,30,2523920747.81,0.12,0
1000001733,DNTN Việt Hùng Hà Nội,Giáo dục & Đào tạo,Lâm Đồng,2023,11208144403.98,7715981596.75,655847500.01,8371829096.76,3492162807.23,2836315307.22,551876517.19,730465962.6,1074460435.7,45,2239544263.31,0.1,0
0600003945,Công ty TNHH MTV Sơn Hà Việt Nam,Viễn thông,Đồng Nai,2023,27831265246.22,15673145308.05,3670742030.84,19343887338.89,12158119938.16,8487377907.33,1603202714.59,1535100732.19,2848584678.65,5,1931204721.52,0.13,0
0900000213,Xí nghiệp Thái Bình Sài Gòn,Thương mại XNK,TP.HCM,2024,2283948230.65,1536537456.4,187451301.32,1723988757.72,747410774.25,559959472.94,105098970.84,160758025.05,224043206.2,15,1215259127.57,0.04,0
0200003359,Xí nghiệp Quang Minh Hà Nội,Dịch vụ tài chính,Đồng Nai,2024,18568220300.32,10422730496.16,1162602526.64,11585333022.8,8145489804.16,6982887277.53,1322038673.49,956857979.07,1949594164.52,12,4001624241.35,0.18,0
0900004197,HTX Minh Đức Việt Nam,Khoáng sản & Năng lượng,Cần Thơ,2022,24051850628.41,15484784675.64,3384311584.24,18869096259.88,8567065952.76,5182754368.53,1105486853.28,1493450698.86,2500488719.27,25,1277153928.89,0.11,0
0900002909,Tập đoàn Việt Hùng Quốc tế,Dịch vụ tài chính,Hải Phòng,2022,38054258673.44,22624477548.74,4126683189.74,26751160738.48,15429781124.7,11303097934.96,2465274940.91,2124875259.62,3634394375.76,25,8205464217.05,0.18,0
0300001067,Công ty TNHH MTV Việt Hùng Quốc tế,Bất động sản,Bắc Ninh,2024,59166067234.18,41929299911.86,8622379642.35,50551679554.21,17236767322.33,8614387679.98,1775311290.14,4123518463.81,6143641804.82,49,4146626466.08,0.12,0
0400002429,Công ty CP Tân Phong,Nông nghiệp,Bắc Ninh,2023,7731339140.52,4576340214.48,678247234.34,5254587448.82,3154998926.05,2476751691.7,542833230.97,475291150.08,769151418.76,9,638450297.42,0.05,0
0200001436,Xí nghiệp Sao Mai,May mặc & Giầy da,Hà Nội,2023,7212468215.0,5156512095.21,631062455.56,5787574550.77,2055956119.79,1424893664.23,272692687.96,473911067.4,751474470.62,28,27147986582.36,0.06,0
0200001734,DNTN An Phát Quốc tế,Khoáng sản & Năng lượng,Lâm Đồng,2024,8105712616.24,5784407534.61,1007222309.14,6791629843.75,2321305081.64,1314082772.5,281737783.07,520604798.89,778372984.81,62,3013957881.05,0.11,0
0600002083,DNTN Thuận Phát,Thương mại XNK,Long An,2022,4487017885.92,2589083652.12,265302456.98,2854386109.1,1897934233.8,1632631776.82,318343122.14,271697080.37,454176352.31,284,3727677525.2,0.04,0
0900000288,Công ty TNHH Thuận Phát Quốc tế,Sản xuất công nghiệp,Lâm Đồng,2023,1157565112.13,707850990.91,119470770.01,827321760.92,449714121.21,330243351.21,65815600.45,64428705.83,118104822.39,16,15280087938.12,0.08,0
1000001838,Tập đoàn Bảo An Miền Nam,Thương mại XNK,Quảng Ninh,2024,4804055193.43,3020504720.35,610857640.42,3631362360.77,1783550473.08,1172692832.66,250502555.93,272169239.77,456811521.12,175,1170113982.85,0.04,0
0800003205,Công ty TNHH Bắc Sơn Miền Nam,Nông nghiệp,Cần Thơ,2024,863630812.0,480512767.16,127131513.4,607644280.57,383118044.83,255986531.43,48265439.6,50115478.47,87119943.13,37,910370031.82,0.05,0
0700004783,Tập đoàn Hải Đăng Miền Nam,May mặc & Giầy da,Khánh Hòa,2024,7194961611.25,6318042598.23,689438211.36,7007480809.59,876919013.02,187480801.66,4041498.36,607814530.38,749791675.41,15,1453348857.4,0.06,1
0200004704,Xí nghiệp Kim Long Việt Nam,May mặc & Giầy da,TP.HCM,2023,29395758673.89,22929875668.51,1867440644.61,24797316313.12,6465883005.38,4598442360.77,934512403.35,2103383577.76,2850455331.81,27,25662506075.31,0.06,0
0800002307,DNTN Đông Á,Công nghệ thông tin,Thanh Hóa,2024,10664502792.69,7784653880.02,1118591371.51,8903245251.53,2879848912.68,1761257541.16,384255440.23,781705444.02,1098246460.32,5,6291541468.12,0.15,0
1000004943,Tập đoàn Minh Đức,Xây dựng,Khánh Hòa,2024,83834011638.58,72343749959.39,11565714572.15,83909464531.53,11490261679.19,-75452892.96,0.0,6914067142.17,8613553881.35,30,483368431.65,0.06,1
0500003454,DNTN Thăng Long Sài Gòn,Khoáng sản & Năng lượng,Nghệ An,2024,1829005567.73,1396519636.42,238376681.05,1634896317.47,432485931.31,194109250.26,38532322.6,129249095.31,187846854.78,22,20441297135.6,0.11,0
0300003138,DNTN Bảo An Miền Nam,Khoáng sản & Năng lượng,Bình Dương,2023,6600995544.0,4585544482.77,688618124.76,5274162607.53,2015451061.23,1326832936.47,258329164.98,412789713.39,649753357.26,34,10550407695.01,0.11,0
1000003725,Công ty CP Tân Phong Việt Nam,Y tế & Dược phẩm,Long An,2023,532683144.85,401716791.8,39794366.91,441511158.71,130966353.05,91171986.14,16926593.15,39126442.63,51650372.99,14,3063970327.95,0.14,0
0700000320,Công ty TNHH Thành Đạt,Viễn thông,Bà Rịa-VT,2024,24885510758.27,13825163002.42,2000107855.65,15825270858.06,11060347755.85,9060239900.21,1964647602.46,1296576218.41,2443989945.07,54,2071387223.82,0.13,0
0900004931,Xí nghiệp Phú Thịnh,Vận tải & Logistics,Long An,2022,1271295804.51,973800828.72,82244901.64,1056045730.36,297494975.8,215250074.15,7922819.4,131846189.02,127515022.44,45,498154038.37,0.07,1
